Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,,,,,,,,
205,Selina Ostermeier,de GER,DF,Leverkusen,25,1999,21,21,"1,866",20.7,1,0,1,1,0,0,5,0,1.3,1.3,0,1.3,14,108,3,0.05,0,0.05,0.05,0.05,0.06,0,0.06,0.06,0.06,Matches
206,Jasmin Pal,at AUT,GK,Köln,27,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
207,Em?ke Pápai,hu HUN,"MF,FW",Werder Bremen,21,2003,22,1,573,6.4,2,0,2,2,0,0,0,0,1.2,1.2,0.6,1.8,10,22,23,0.31,0,0.31,0.31,0.31,0.19,0.09,0.28,0.19,0.28,Matches
208,Luca Papp,hu HUN,"FW,MF",Wolfsburg,22,2002,3,0,78,0.9,0,1,1,0,0,0,0,0,0,0,0,0.1,2,10,9,0,1.15,1.15,0,1.15,0.05,0.02,0.07,0.05,0.07,Matches
209,Tanja Pawollek,pl POL,MF,Eint Frankfurt,25,1999,15,9,920,10.2,2,0,2,2,0,0,2,0,1.8,1.8,1.5,3.3,7,54,16,0.2,0,0.2,0.2,0.2,0.18,0.14,0.32,0.18,0.32,Matches
210,Livia Peng,ch SUI,GK,Werder Bremen,22,2002,21,21,"1,889",21,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
211,Maria Penner,de GER,DF,Werder Bremen,17,2007,5,2,243,2.7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,Matches
212,Glódís Perla Viggósdóttir,is ISL,DF,Bayern Munich,29,1995,18,17,"1,448",16.1,2,2,4,2,0,0,3,1,1.6,1.6,1.3,2.9,11,120,4,0.12,0.12,0.25,0.12,0.25,0.1,0.08,0.18,0.1,0.18,Matches
213,Anja Pfluger,de GER,MF,Essen,30,1993,12,4,336,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,Matches
214,Katharina Pilji?,de GER,MF,Leverkusen,20,2003,18,16,"1,446",16.1,2,3,5,2,0,0,4,0,0.4,0.4,1.2,1.6,18,71,17,0.12,0.19,0.31,0.12,0.31,0.02,0.08,0.1,0.02,0.1,Matches
215,Paulina Platner,de GER,MF,Essen,18,2005,18,14,"1,031",11.5,1,1,2,1,0,0,1,0,1,1,0.8,1.8,4,37,14,0.09,0.09,0.17,0.09,0.17,0.08,0.07,0.16,0.08,0.16,Matches
216,Silia Plöchinger,ch SUI,GK,Turbine Potsdam,21,2003,5,4,396,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
217,Julia Pollak,de GER,"DF,MF",RB Leipzig,22,2002,5,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Matches
218,Alexandra Popp,de GER,FW,Wolfsburg,33,1991,20,18,"1,599",17.8,7,3,10,7,0,0,2,0,8.2,8.2,4.5,12.7,14,62,113,0.39,0.17,0.56,0.39,0.56,0.46,0.25,0.72,0.46,0.72,Matches
219,Kassandra Potsi,de GER,"FW,MF",Essen,,,17,7,633,7,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,4,8,15,0,0.14,0.14,0,0.14,0.01,0.09,0.1,0.01,0.1,Matches
220,Lara Prašnikar,si SVN,"FW,MF",Eint Frankfurt,25,1998,20,14,"1,218",13.5,5,8,13,4,1,1,0,0,6,5.3,5.5,10.8,28,56,141,0.37,0.59,0.96,0.3,0.89,0.44,0.41,0.85,0.39,0.8,Matches
221,Laura Pucks,de GER,DF,Essen,20,2004,16,14,"1,248",13.9,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,4,28,5,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
222,Lilli Purtscheller,at AUT,FW,Essen,20,2003,20,18,"1,590",17.7,2,1,3,2,0,0,4,0,1.3,1.3,2.3,3.6,67,49,161,0.11,0.06,0.17,0.11,0.17,0.08,0.13,0.21,0.08,0.21,Matches
223,Nuria Rábano,es ESP,"DF,MF",Wolfsburg,25,1999,7,4,418,4.6,0,0,0,0,0,0,0,0,0.3,0.3,1.4,1.7,3,20,22,0,0,0,0,0,0.07,0.3,0.37,0.07,0.37,Matches
224,Nina Räcke,de GER,DF,RB Leipzig,22,2001,14,1,310,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,7,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
225,Jamilla Rankin,au AUS,DF,Hoffenheim,21,2003,18,10,984,10.9,0,1,1,0,0,0,0,0,0.1,0.1,1.2,1.4,16,54,34,0,0.09,0.09,0,0.09,0.01,0.11,0.13,0.01,0.13,Matches
226,Emily Reske,de GER,"FW,MF",Carl-Zeiss Jena,19,2005,9,0,109,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,3,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
227,Géraldine Reuteler,ch SUI,"FW,MF",Eint Frankfurt,25,1999,20,20,"1,690",18.8,10,6,16,10,0,0,3,0,7.5,7.5,6.2,13.7,39,86,174,0.53,0.32,0.85,0.53,0.85,0.4,0.33,0.73,0.4,0.73,Matches
228,Melina Reuter,de GER,"FW,MF",Carl-Zeiss Jena,18,2005,21,18,"1,513",16.8,1,0,1,1,0,0,4,0,1.5,1.5,0.8,2.3,26,10,68,0.06,0,0.06,0.06,0.06,0.09,0.05,0.14,0.09,0.14,Matches
229,Annalena Rieke,de GER,MF,Essen,25,1999,19,19,"1,676",18.6,4,2,6,4,0,0,4,0,2.7,2.7,0.6,3.2,16,51,23,0.21,0.11,0.32,0.21,0.32,0.14,0.03,0.17,0.14,0.17,Matches
230,Nadine Riesen,ch SUI,DF,Eint Frankfurt,24,2000,17,6,659,7.3,0,3,3,0,0,0,1,0,0.2,0.2,1.9,2.1,21,35,51,0,0.41,0.41,0,0.41,0.03,0.26,0.29,0.03,0.29,Matches
231,Sara Ritter,de GER,"DF,MF",Hoffenheim,19,2005,5,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
232,Kaylie Ronan,,DF,Werder Bremen,,,7,6,523,5.8,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,15,1,0.17,0,0.17,0.17,0.17,0.05,0.01,0.06,0.05,0.06,Matches
233,Pernille Sanvig,dk DEN,MF,Eint Frankfurt,18,2005,6,0,69,0.8,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.5,4,8,5,1.3,0,1.3,1.3,1.3,0.45,0.23,0.67,0.45,0.67,Matches
234,Josefine Schaller,de GER,"DF,MF",RB Leipzig,21,2002,7,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,3,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
235,Annabel Schasching,at AUT,MF,Freiburg,22,2002,22,17,"1,521",16.9,3,2,5,3,0,0,1,0,2.1,2.1,4.3,6.5,22,84,49,0.18,0.12,0.3,0.18,0.3,0.13,0.26,0.38,0.13,0.38,Matches
236,Luca Scheel,de GER,MF,Turbine Potsdam,22,2002,2,2,151,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
237,Nora Scherer,de GER,"MF,FW",Freiburg,18,2005,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
238,Julia Schiffarth,de GER,"MF,FW",Köln,16,2007,7,0,94,1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,0,1,7,0,0,0,0,0,0.11,0.23,0.35,0.11,0.35,Matches
239,Marleen Schimmer,de GER,"MF,FW",RB Leipzig,23,2000,17,16,"1,407",15.6,4,2,6,4,0,0,5,0,3.2,3.2,1.2,4.4,33,46,71,0.26,0.13,0.38,0.26,0.38,0.21,0.07,0.28,0.21,0.28,Matches
240,Mia Schmid,ch SUI,DF,Turbine Potsdam,19,2005,20,19,"1,697",18.9,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.6,3,11,6,0.05,0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Matches
241,Stefanie Schmid,de GER,"DF,FW",RB Leipzig,18,2005,6,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,Matches
242,Bianca Schmidt,de GER,"DF,FW",Turbine Potsdam,34,1990,9,8,572,6.4,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.6,3,5,13,0.16,0,0.16,0.16,0.16,0.05,0.04,0.09,0.05,0.09,Matches
243,Lara Schmidt,de GER,"DF,MF",Werder Bremen,24,2000,20,18,"1,675",18.6,3,1,4,3,0,0,7,1,1.6,1.6,0.5,2.2,9,59,6,0.16,0.05,0.21,0.16,0.21,0.09,0.03,0.12,0.09,0.12,Matches
244,Lilith Schmidt,de GER,MF,Köln,18,2006,4,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,3,3,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
245,Kim Schneider,de GER,MF,Turbine Potsdam,20,2003,15,10,919,10.2,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,9,19,23,0,0,0,0,0,0.08,0.03,0.1,0.08,0.1,Matches
246,Maj Schneider,de GER,"MF,FW",Freiburg,16,2007,16,4,416,4.6,2,1,3,2,0,0,0,0,1.1,1.1,0.3,1.3,3,9,8,0.43,0.22,0.65,0.43,0.65,0.23,0.06,0.29,0.23,0.29,Matches
247,Lea Schüller,de GER,FW,Bayern Munich,26,1997,22,13,"1,268",14.1,11,3,14,11,0,0,0,0,8.4,8.4,3.2,11.6,20,26,99,0.78,0.21,0.99,0.78,0.99,0.6,0.23,0.82,0.6,0.82,Matches
248,Viktoria Schwalm,de GER,"FW,MF",Turbine Potsdam,26,1997,8,6,531,5.9,1,1,2,1,0,0,1,0,1.4,1.4,0.3,1.7,11,16,22,0.17,0.17,0.34,0.17,0.34,0.23,0.05,0.28,0.23,0.28,Matches
249,Alara Sehitler,de GER,"FW,MF",Bayern Munich,17,2006,16,8,738,8.2,3,2,5,3,0,0,0,0,1.9,1.9,0.8,2.7,8,24,43,0.37,0.24,0.61,0.37,0.61,0.23,0.1,0.33,0.23,0.33,Matches
250,Noa Selimhodzic,il ISR,"FW,MF",Turbine Potsdam,20,2003,13,6,646,7.2,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.1,13,11,34,0,0,0,0,0,0.12,0.03,0.15,0.12,0.15,Matches
251,Linda Sembrant,se SWE,DF,Bayern Munich,37,1987,11,9,805,8.9,2,0,2,2,0,0,3,1,1.9,1.9,0.1,2.1,5,93,1,0.22,0,0.22,0.22,0.22,0.22,0.01,0.23,0.22,0.23,Matches
252,Elisa Senß,de GER,MF,Eint Frankfurt,26,1997,21,19,"1,570",17.4,3,2,5,3,0,0,3,0,2.7,2.7,2.8,5.5,20,102,67,0.17,0.11,0.29,0.17,0.29,0.15,0.16,0.31,0.15,0.31,Matches
253,Mariella El Sherif,at AUT,GK,Carl-Zeiss Jena,19,2004,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
254,Caroline Siems,de GER,DF,Werder Bremen,25,1999,12,12,"1,079",12,0,2,2,0,0,0,0,0,0.7,0.7,1.3,2,16,34,47,0,0.17,0.17,0,0.17,0.06,0.11,0.17,0.06,0.17,Matches
255,Carolin Simon,de GER,DF,Bayern Munich,31,1992,22,18,"1,590",17.7,3,4,7,3,0,0,1,0,0.9,0.9,5.2,6.1,27,144,102,0.17,0.23,0.4,0.17,0.4,0.05,0.29,0.34,0.05,0.34,Matches
256,Kim Sindermann,de GER,GK,Essen,23,2001,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,Napsugár Sinka,hu HUN,FW,Hoffenheim,17,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
258,Felicia Sophie Sträßer,de GER,DF,Carl-Zeiss Jena,16,2007,17,16,"1,443",16,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.5,7,30,13,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
259,Thalia Souza,br BRA,"FW,MF",Turbine Potsdam,20,2003,3,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
260,Kyra Spitzner,de GER,MF,RB Leipzig,19,2005,3,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
261,Georgia Stanway,eng ENG,MF,Bayern Munich,25,1999,12,12,"1,025",11.4,5,3,8,3,2,3,2,0,4.3,2,1.1,3.1,12,104,36,0.44,0.26,0.7,0.26,0.53,0.38,0.1,0.48,0.18,0.27,Matches
262,Sandra Starke,de GER,MF,RB Leipzig,31,1993,13,13,"1,125",12.5,0,1,1,0,0,0,2,0,0.3,0.3,0.7,1,10,46,13,0,0.08,0.08,0,0.08,0.02,0.06,0.08,0.02,0.08,Matches
263,Greta Stegemann,de GER,DF,Freiburg,23,2001,12,11,905,10.1,1,2,3,1,0,0,2,0,0.4,0.4,0.8,1.1,16,32,29,0.1,0.2,0.3,0.1,0.3,0.04,0.07,0.11,0.04,0.11,Matches
264,Marie Steiner,de GER,"MF,FW",Hoffenheim,18,2005,10,0,206,2.3,1,1,2,1,0,0,0,0,0.4,0.4,0.4,0.8,5,7,18,0.44,0.44,0.87,0.44,0.87,0.17,0.16,0.33,0.17,0.33,Matches
265,Maja Sternad,si SVN,"FW,MF",Werder Bremen,20,2003,14,8,621,6.9,0,1,1,0,0,0,0,0,0.5,0.5,0.3,0.7,13,8,33,0,0.14,0.14,0,0.14,0.07,0.04,0.11,0.07,0.11,Matches
266,Beke Sterner,de GER,DF,Essen,21,2003,21,21,"1,859",20.7,1,1,2,1,0,0,2,0,1,1,1.5,2.5,25,102,65,0.05,0.05,0.1,0.05,0.1,0.05,0.07,0.12,0.05,0.12,Matches
267,Samantha Steuerwald,de GER,DF,Freiburg,25,1998,19,15,"1,296",14.4,2,0,2,2,0,0,2,0,2.9,2.9,0.1,3,5,45,8,0.14,0,0.14,0.14,0.14,0.2,0.01,0.21,0.2,0.21,Matches
268,Julia Stierli,ch SUI,DF,Freiburg,27,1997,20,19,"1,612",17.9,0,0,0,0,0,0,1,1,0.9,0.9,0.3,1.2,6,73,4,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches
269,Anna-Lena Stolze,de GER,FW,Köln,24,2000,1,1,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.69,0,0.69,0.69,0.69,Matches
270,Luca Stritzke,,DF,Turbine Potsdam,,,3,1,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
271,Nia Szenk,de GER,DF,Freiburg,20,2004,7,2,204,2.3,0,1,1,0,0,0,0,0,0,0,0.3,0.3,4,8,8,0,0.44,0.44,0,0.44,0.02,0.13,0.15,0.02,0.15,Matches
272,Momoko Tanikawa,jp JPN,"FW,MF",Bayern Munich,19,2005,6,3,236,2.6,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.2,5,15,19,0,0,0,0,0,0.35,0.12,0.47,0.35,0.47,Matches
273,Ena Taslidža,ba BIH,FW,Turbine Potsdam,22,2001,15,11,944,10.5,0,0,0,0,0,0,0,0,0.8,0.8,0.5,1.3,9,9,28,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12,Matches
274,Jette ter Horst,de GER,"MF,DF",Essen,22,2002,11,1,233,2.6,0,0,0,0,0,0,0,0,1.4,1.4,0.4,1.8,2,2,9,0,0,0,0,0,0.56,0.15,0.71,0.56,0.71,Matches
275,Anna Terestyényi,hu HUN,GK,Turbine Potsdam,23,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
276,Julie Terlinden,de GER,"FW,MF",Essen,17,2007,16,4,416,4.6,1,0,1,1,0,0,2,0,0.5,0.5,0,0.5,9,17,13,0.22,0,0.22,0.22,0.22,0.12,0,0.12,0.12,0.12,Matches
277,Martina Tufekovi?,hr CRO,GK,Hoffenheim,30,1994,1,1,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
278,Lilla Turányi,hu HUN,DF,Leverkusen,25,1998,20,19,"1,718",19.1,2,0,2,2,0,0,4,0,2.5,2.5,0,2.5,6,72,1,0.1,0,0.1,0.1,0.1,0.13,0,0.13,0.13,0.13,Matches
279,Michelle Ulbrich,de GER,DF,Bayern Munich,27,1996,4,1,129,1.4,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,1,14,0,0.7,0,0.7,0.7,0.7,0.22,0,0.22,0.22,0.22,Matches
280,Michelle Ulbrich,de GER,DF,Werder Bremen,27,1996,12,12,"1,080",12,2,2,4,1,1,2,3,0,2.2,0.8,0.8,1.6,6,59,1,0.17,0.17,0.33,0.08,0.25,0.19,0.07,0.26,0.07,0.14,Matches
281,Jella Veit,de GER,DF,Eint Frankfurt,19,2005,10,5,421,4.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,43,1,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
282,Lina Vianden,de GER,DF,Turbine Potsdam,22,2002,13,10,861,9.6,1,0,1,1,0,0,2,0,0.3,0.3,0.4,0.7,4,18,5,0.1,0,0.1,0.1,0.1,0.03,0.04,0.08,0.03,0.08,Matches
283,Juliette Vidal,fr FRA,"MF,DF",Leverkusen,25,1999,20,12,"1,140",12.7,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,9,43,14,0,0.08,0.08,0,0.08,0.03,0.04,0.07,0.03,0.07,Matches
284,Selina Vobian,de GER,"FW,MF",Freiburg,21,2002,22,21,"1,783",19.8,1,7,8,1,0,1,2,0,1.6,0.9,5.9,6.7,17,56,75,0.05,0.35,0.4,0.05,0.4,0.08,0.3,0.38,0.04,0.34,Matches
285,Laura Vogt,de GER,"DF,MF",Köln,23,2001,19,11,"1,101",12.2,1,2,3,1,0,0,5,0,0.2,0.2,0.9,1.1,13,35,3,0.08,0.16,0.25,0.08,0.25,0.02,0.08,0.09,0.02,0.09,Matches
286,Charlotte Voll,de GER,GK,Leverkusen,25,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
287,Ricarda Walkling,de GER,MF,Werder Bremen,27,1997,22,19,"1,556",17.3,0,0,0,0,0,0,4,0,0.4,0.4,0.3,0.7,10,47,27,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
288,Carlotta Wamser,de GER,"DF,FW",Eint Frankfurt,20,2003,20,5,724,8,4,3,7,4,0,0,0,0,4.6,4.6,2.3,6.9,31,47,97,0.5,0.37,0.87,0.5,0.87,0.57,0.29,0.85,0.57,0.85,Matches
289,Tabea Waßmuth,de GER,"FW,MF",Wolfsburg,27,1996,4,0,94,1,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,0,4,10,0,0.96,0.96,0,0.96,0.27,0.17,0.44,0.27,0.44,Matches
290,Joelle Wedemeyer,de GER,DF,Wolfsburg,27,1996,16,7,882,9.8,2,0,2,2,0,0,1,0,0.5,0.5,0.3,0.9,34,83,42,0.2,0,0.2,0.2,0.2,0.05,0.03,0.09,0.05,0.09,Matches
291,Sophie Weidauer,de GER,"FW,MF",Werder Bremen,22,2002,21,18,"1,554",17.3,4,1,5,4,0,0,2,0,2,2,0.7,2.7,14,39,93,0.23,0.06,0.29,0.23,0.29,0.11,0.04,0.16,0.11,0.16,Matches
292,Michelle Weiß,de GER,DF,Hoffenheim,23,2001,8,1,184,2,0,1,1,0,0,0,0,0,0,0,0.4,0.5,1,5,10,0,0.49,0.49,0,0.49,0.02,0.21,0.23,0.02,0.23,Matches
293,Mia Werner,de GER,FW,RB Leipzig,18,2005,4,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,Matches
294,Zoè Werner,de GER,MF,RB Leipzig,18,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
295,Martyna Wiankowska,pl POL,"DF,MF",Köln,27,1996,16,11,"1,028",11.4,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,24,23,49,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12,Matches
296,Reena Wichmann,de GER,"MF,DF",Werder Bremen,26,1998,16,11,778,8.6,0,0,0,0,0,0,1,1,0.2,0.2,0.3,0.4,5,28,41,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches
297,Verena Wieder,de GER,"FW,MF",Werder Bremen,24,2000,10,4,476,5.3,1,1,2,1,0,0,1,0,1.3,1.3,0.6,1.8,3,10,26,0.19,0.19,0.38,0.19,0.38,0.24,0.11,0.35,0.24,0.35,Matches
298,Lynn Wilms,nl NED,"DF,MF",Wolfsburg,23,2000,19,16,"1,373",15.3,4,3,7,3,1,1,2,0,1.4,0.7,4.8,5.5,20,92,84,0.26,0.2,0.46,0.2,0.39,0.09,0.32,0.41,0.05,0.36,Matches
299,Sophia Winkler,de GER,GK,Essen,21,2003,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
300,Juliane Wirtz,de GER,"MF,DF",Werder Bremen,22,2001,13,6,626,7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,1,34,5,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
301,Nicole Woldmann,de GER,MF,Carl-Zeiss Jena,21,2002,16,8,660,7.3,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,2,17,6,0,0,0,0,0,0.05,0.1,0.15,0.05,0.15,Matches
302,Pia-Sophie Wolter,de GER,DF,Eint Frankfurt,26,1997,21,17,"1,408",15.6,1,0,1,1,0,0,1,0,0.6,0.6,1.4,2,23,92,71,0.06,0,0.06,0.06,0.06,0.04,0.09,0.13,0.04,0.13,Matches
303,Sarah Zadrazil,at AUT,MF,Bayern Munich,31,1993,17,13,"1,198",13.3,1,0,1,1,0,0,1,0,0.6,0.6,0.6,1.2,7,56,30,0.08,0,0.08,0.08,0.08,0.04,0.05,0.09,0.04,0.09,Matches
304,Weronika Zawistowska,pl POL,"FW,MF",Bayern Munich,24,1999,8,1,167,1.9,1,0,1,1,0,0,0,0,0.9,0.9,0.2,1.1,5,3,22,0.54,0,0.54,0.54,0.54,0.51,0.09,0.61,0.51,0.61,Matches
305,Sofie Zdebel,de GER,MF,Leverkusen,19,2004,19,18,"1,536",17.1,1,0,1,1,0,0,3,0,0.7,0.7,0.7,1.4,13,62,28,0.06,0,0.06,0.06,0.06,0.04,0.04,0.08,0.04,0.08,Matches
306,Dóra Zeller,hu HUN,"MF,FW",Köln,29,1995,18,17,"1,439",16,2,0,2,2,0,0,1,0,2.5,2.5,1.7,4.2,18,43,72,0.13,0,0.13,0.13,0.13,0.16,0.11,0.26,0.16,0.26,Matches
307,Cora Zicai,de GER,FW,Freiburg,19,2004,20,18,"1,584",17.6,8,4,12,8,0,0,3,0,5.8,5.8,2.4,8.2,59,59,127,0.45,0.23,0.68,0.45,0.68,0.33,0.14,0.47,0.33,0.47,Matches
308,Taylor Ziemer,de GER,"FW,MF",Köln,26,1998,22,22,"1,959",21.8,4,2,6,4,0,0,1,0,4.6,4.6,3.7,8.3,33,71,90,0.18,0.09,0.28,0.18,0.28,0.21,0.17,0.38,0.21,0.38,Matches
309,Julia Zigiotti Olme,se SWE,MF,Bayern Munich,26,1997,16,9,837,9.3,0,0,0,0,0,0,3,0,0.6,0.6,0.6,1.2,2,64,25,0,0,0,0,0,0.06,0.06,0.12,0.06,0.12,Matches
